zip,latitude,longitude,county,region,num_facilities,zip_numbeds,zip_occup_rate,zippop,zip_afam,zip_asan,zip_hispan,zip_caucasn,zip_nativ,zip_othrace,zip_pctfem,zip_pctmale,zip_CMS_overall_rating,zip_nhoverall_rating,zip_qualityoffacility_rating,zip_abuse_current,zip_abuse_previous,zip_abuse_prior,zip_abuse_tot,zip_admin_current,zip_admin_previous,zip_admin_prior,zip_admin_tot,zip_all_current,zip_all_previous,zip_all_prior,zip_all_tot,zip_env_current,zip_env_previous,zip_env_prior,zip_env_tot,zip_ls_current,zip_ls_previous,zip_ls_prior,zip_ls_tot,zip_nursing_turnover,zip_aid_hprd,zip_N2009_Abuse,zip_N2009_Admin,zip_N2009_Care,zip_N2009_Environ,zip_N2009_Nutri,zip_N2009_Rights,zip_N2009_Staff,zip_N2009_Total,zip_N2010_Abuse,zip_N2010_Admin,zip_N2010_Care,zip_N2010_Environ,zip_N2010_Nutri,zip_N2010_Rights,zip_N2010_Staff,zip_N2010_Total,zip_N2011_Abuse,zip_N2011_Admin,zip_N2011_Care,zip_N2011_Environ,zip_N2011_Nutri,zip_N2011_Rights,zip_N2011_Staff,zip_N2011_Total,zip_N2012_Abuse,zip_N2012_Admin,zip_N2012_Care,zip_N2012_Environ,zip_N2012_Nutri,zip_N2012_Rights,zip_N2012_Staff,zip_N2012_Total,zip_N2013_Abuse,zip_N2013_Admin,zip_N2013_Care,zip_N2013_Environ,zip_N2013_Nutri,zip_N2013_Rights,zip_N2013_Staff,zip_N2013_Total
91945,32.73552282600048,-117.0330893309997,San Diego,San Diego/Imperial,2,89.5,85.0,12111,11.5,2.0,9.0,77.5,0.0,9.0,70.0,30.0,5.0,5.0,4.5,0.0,0.0,0.0,0.0,0.5,1.5,1.5,3.5,6.0,7.5,12.0,25.5,0.0,0.0,0.5,0.5,2.5,2.5,1.5,6.5,29.4,2.3,0.5,1.5,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.5,1.0,0.5,0.0,3.5,0,5.5,0.0,0.5,0.0,0.0,0.0,0.5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,0.5,0.0,0.5,0.0,3.0
91950,32.67268101200045,-117.09200760499971,San Diego,San Diego/Imperial,5,89.4,93.6,17886,9.8,17.8,35.2,37.0,0.0,35.4,66.0,34.0,3.8,3.8,3.4,0.2,0.0,0.0,0.2,1.6,0.6,0.2,2.4,13.4,13.4,13.8,40.6,0.6,0.4,0.2,1.2,4.4,6.8,7.4,18.6,34.5,2.5,0.2,0.4,1.4,0.0,0.0,2.0,0.0,4.0,0.0,0.0,1.2,0.0,0.0,1.0,0,2.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.6,3.4,0.0,0.0,1.6,0.0,6.8,1.4,0.4,1.4,0.0,0.0,0.8,0.0,4.0
91977,32.72646349000047,-116.99852915599968,San Diego,San Diego/Imperial,3,71.7,88.7,25940,6.7,1.3,12.3,45.7,0.3,46.0,58.7,41.3,4.0,3.3,3.0,0.0,0.0,0.0,0.0,1.7,1.7,1.0,4.3,21.3,21.3,16.0,58.7,1.0,1.3,1.7,4.0,8.0,5.7,6.0,19.7,41.8,2.3,0.3,0.7,1.3,0.7,0.0,3.0,0.0,6.0,0.0,2.0,4.7,1.0,0.0,4.0,0,11.7,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.7,0.0,1.3,6.3,0.0,0.0,2.0,0.0,9.7,2.3,3.7,3.7,0.7,0.0,1.0,0.0,11.3
92008,33.154420461000484,-117.33129574699967,San Diego,San Diego/Imperial,3,37.3,81.3,15186,0.7,4.0,6.0,94.7,0.0,0.7,74.0,26.0,5.0,5.0,4.0,0.0,0.3,0.0,0.3,0.3,0.7,0.7,1.7,6.3,9.3,6.7,22.3,0.3,0.3,0.3,1.0,2.0,3.0,4.0,9.0,39.9,2.7,0.3,0.0,2.0,0.3,0.0,0.3,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,4.7,1.0,0.0,0.7,0.0,8.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0
92009,33.09305160500048,-117.24851904799971,San Diego,San Diego/Imperial,1,70.0,89.0,24334,0.0,0.0,0.0,100.0,0.0,0.0,75.0,25.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,5.0,3.9,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0
92014,32.95928192000048,-117.25603590699967,San Diego,San Diego/Imperial,1,93.0,,9363,0.0,0.0,6.0,94.0,0.0,6.0,62.0,38.0,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92020,32.79485387700049,-116.96692793199969,San Diego,San Diego/Imperial,7,140.4,82.4,22686,10.3,3.1,15.3,71.7,0.0,14.9,60.7,39.3,3.3,3.0,2.4,0.9,0.7,0.6,2.1,2.7,1.4,1.0,5.1,24.6,23.4,14.4,62.4,1.1,1.1,1.1,3.4,6.7,6.1,4.6,17.4,89.2,2.3,0.4,0.4,2.9,0.1,0.0,2.6,0.0,6.4,0.3,0.6,3.0,0.0,0.1,2.6,0,6.6,0.0,0.1,1.0,0.0,0.0,0.0,0.0,1.1,0.6,2.6,13.3,0.1,0.0,5.1,0.0,21.7,0.7,1.4,3.3,0.4,0.0,1.6,0.0,7.4
92021,32.816800500000454,-116.9226088749997,San Diego,San Diego/Imperial,5,115.0,90.2,27668,8.0,3.4,16.6,74.0,1.4,12.8,64.0,36.0,5.0,4.2,4.0,0.2,0.2,0.2,0.6,0.6,0.2,0.6,1.4,9.6,11.6,12.2,33.4,1.4,1.6,1.2,4.2,4.8,4.2,4.2,13.2,72.9,2.3,4.8,1.4,1.4,0.4,0.0,3.0,0.0,11.0,1.4,0.2,0.4,0.0,0.0,1.4,0,3.4,0.2,0.0,0.4,0.2,0.0,0.4,0.0,1.2,1.6,0.4,1.0,0.0,0.0,0.4,0.0,3.4,0.8,0.4,1.4,0.0,0.0,0.0,0.0,2.6
92024,33.052903753000464,-117.27300749899968,San Diego,San Diego/Imperial,3,92.3,90.3,30534,1.3,3.7,7.0,90.0,0.0,5.0,71.3,28.7,4.7,4.3,3.7,0.0,0.0,0.0,0.0,0.7,1.0,0.0,1.7,8.7,11.3,13.3,33.3,0.0,0.3,0.3,0.7,3.3,7.3,8.3,19.0,27.9,2.4,3.7,0.7,2.7,0.7,0.0,0.0,0.0,7.7,0.7,0.0,1.7,0.3,0.0,0.3,0,3.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,1.7,1.0,5.3,0.7,0.0,0.0,0.0,8.7,3.0,2.7,1.7,0.0,0.0,0.0,0.0,7.3
92025,33.11118331200049,-117.07192933499971,San Diego,San Diego/Imperial,5,98.4,89.0,16802,3.0,6.0,7.6,83.4,0.6,7.0,61.0,39.0,3.4,3.6,3.0,0.0,0.0,0.0,0.0,1.2,1.0,0.2,2.4,14.4,12.8,10.2,37.4,0.4,0.4,0.8,1.6,6.8,6.4,5.2,18.4,40.3,3.0,5.0,1.8,2.2,0.2,0.0,0.0,0.0,9.2,2.0,0.6,1.6,0.2,0.0,1.0,0,5.4,0.2,0.2,0.4,0.0,0.0,0.0,0.0,0.8,3.6,1.6,3.8,0.4,0.0,0.8,0.0,10.2,6.4,0.8,2.4,0.2,0.0,0.8,0.0,10.6
92026,33.167412028000456,-117.10243996299971,San Diego,San Diego/Imperial,1,48.0,79.0,22767,3.0,0.0,3.0,97.0,0.0,0.0,80.0,20.0,5.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,14.0,9.0,18.0,41.0,0.0,0.0,1.0,1.0,9.0,6.0,10.0,25.0,15.7,2.6,2.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
92027,33.135241608000456,-117.04757992299972,San Diego,San Diego/Imperial,1,98.0,88.0,21041,2.0,1.0,26.0,63.0,0.0,34.0,56.0,44.0,4.0,4.0,3.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,12.0,13.0,8.0,33.0,0.0,0.0,1.0,1.0,0.0,6.0,2.0,8.0,67.2,2.2,8.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,1.0,2.0,3.0,0.0,0.0,1.0,0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
92028,33.36927229300045,-117.22599888499968,San Diego,San Diego/Imperial,1,93.0,78.0,22576,1.0,1.0,6.0,90.0,1.0,7.0,65.0,35.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,7.0,17.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,9.0,,0.8,3.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,3.0,2.0,0.0,0.0,0.0,1.0,0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,6.0
92037,32.84544277600048,-117.25443694499972,San Diego,San Diego/Imperial,3,86.0,75.0,24399,1.7,3.3,2.0,91.7,0.0,3.3,76.3,23.7,5.0,4.7,4.0,0.0,0.0,0.0,0.0,0.3,1.0,0.3,1.7,4.7,11.3,8.0,24.0,0.3,0.0,0.3,0.7,1.0,4.7,3.3,9.0,55.4,3.9,0.7,0.0,1.3,0.0,0.0,0.0,0.0,2.0,0.0,0.7,0.0,0.0,0.0,0.3,0,1.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.3,1.3,1.3,5.7,2.0,0.7,3.7,0.0,14.7,0.3,0.7,0.0,0.0,0.0,0.0,0.0,1.0
92040,32.85864290200044,-116.9208882529997,San Diego,San Diego/Imperial,1,94.0,100.0,21767,15.0,4.0,15.0,61.0,3.0,17.0,37.0,63.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,7.0,24.0,2.0,0.0,2.0,4.0,2.0,4.0,4.0,10.0,42.1,2.3,6.0,2.0,4.0,2.0,0.0,1.0,0.0,15.0,7.0,1.0,2.0,0.0,0.0,1.0,0,11.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,12.0,1.0,2.0,0.0,0.0,2.0,0.0,17.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0
92056,33.199460789000454,-117.28638577099969,San Diego,San Diego/Imperial,1,93.0,93.0,26787,5.0,8.0,13.0,72.0,0.0,15.0,62.0,38.0,3.0,4.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,12.0,13.0,7.0,32.0,0.0,0.0,1.0,1.0,5.0,5.0,2.0,12.0,62.8,2.1,5.0,0.0,5.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,7.0,0.0,0.0,0.0,0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,2.0,7.0,1.0,0.0,3.0,0.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
92064,32.97370299300047,-117.04030638499972,San Diego,San Diego/Imperial,3,125.7,92.7,27645,3.0,8.3,6.3,78.7,0.3,9.7,71.7,28.3,4.3,3.0,2.7,0.7,0.0,0.3,1.0,1.0,1.7,0.7,3.3,16.3,21.3,12.0,49.7,0.3,1.0,0.3,1.7,7.7,7.7,7.0,22.3,59.4,2.5,4.0,2.3,2.7,0.0,0.0,0.7,0.0,9.7,1.0,0.7,1.3,0.0,0.0,0.0,0,3.0,0.7,0.3,1.0,0.0,0.0,0.0,0.0,2.0,1.7,2.3,6.3,1.0,0.0,0.3,0.0,11.7,0.7,1.0,1.0,0.3,0.0,0.0,0.0,3.0
92071,32.846442127000444,-116.98605899099971,San Diego,San Diego/Imperial,2,148.5,93.0,29334,3.0,6.0,8.0,83.0,0.0,8.0,69.0,31.0,5.0,5.0,4.0,0.0,1.0,0.0,1.0,0.0,3.0,0.5,3.5,9.5,23.5,7.0,40.0,0.5,0.5,0.0,1.0,6.5,8.5,4.5,19.5,16.1,2.2,3.0,2.5,5.0,0.0,0.0,5.5,0.0,16.0,1.0,2.5,2.0,0.0,0.0,4.0,0,9.5,0.0,0.0,0.5,0.0,0.0,1.0,0.0,1.5,2.5,4.5,4.0,0.0,0.0,7.5,0.0,18.5,3.5,2.5,3.0,0.0,0.0,2.0,0.0,11.0
92078,33.127581363000445,-117.19004830899968,San Diego,San Diego/Imperial,1,118.0,80.0,21121,2.0,4.0,7.0,88.0,6.0,0.0,68.0,32.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,9.0,10.0,14.0,33.0,0.0,1.0,1.0,2.0,3.0,4.0,5.0,12.0,38.2,2.2,6.0,1.0,7.0,0.0,0.0,2.0,0.0,16.0,3.0,0.0,2.0,0.0,0.0,2.0,0,7.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,6.0,1.0,0.0,0.0,0.0,3.0,0.0,10.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,9.0
92083,33.19725352700044,-117.25032656999969,San Diego,San Diego/Imperial,2,147.5,79.5,11313,5.0,3.5,20.5,84.5,0.5,6.5,52.5,47.5,4.0,4.0,3.5,0.0,0.0,0.0,0.0,1.5,0.5,0.0,2.0,14.0,13.0,13.0,40.0,0.0,0.5,1.5,2.0,4.5,4.5,4.0,13.0,46.0,2.2,7.5,1.5,2.0,0.0,0.0,0.0,0.0,11.0,1.0,0.5,3.0,0.0,0.0,1.5,0,6.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,4.0,2.5,8.0,2.0,2.0,4.5,0.0,23.0,2.0,1.0,3.5,0.0,0.0,1.0,0.0,7.5
92084,33.21295203100044,-117.2223099739997,San Diego,San Diego/Imperial,2,122.0,72.0,19702,2.0,7.0,11.5,80.0,0.0,11.0,63.0,37.0,2.5,2.5,2.0,0.0,1.0,0.0,1.0,1.5,2.5,1.0,5.0,14.0,24.0,19.5,57.5,1.0,0.5,2.0,3.5,4.5,7.0,7.5,19.0,75.1,2.3,6.0,2.0,2.0,0.5,0.0,0.5,0.0,11.0,2.5,1.5,2.0,0.0,0.0,1.5,0,7.5,1.0,1.0,0.5,0.0,0.0,1.0,0.0,3.5,4.5,3.5,5.5,2.0,0.0,2.0,0.0,17.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
92102,32.71385428400049,-117.12178827199972,San Diego,San Diego/Imperial,1,99.0,93.0,15214,4.0,8.0,33.0,56.0,0.0,32.0,53.0,47.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,5.0,3.0,2.0,10.0,41.0,22.0,15.0,78.0,0.0,1.0,1.0,2.0,4.0,9.0,4.0,17.0,19.8,2.2,0.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,2.0,0.0,0.0,0.0,0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,0.0,0.0,4.0,0.0,13.0,0.0,13.0,16.0,0.0,0.0,7.0,0.0,36.0
92103,32.74582048900044,-117.16264870399971,San Diego,San Diego/Imperial,4,106.0,88.5,21119,6.3,5.0,13.3,75.3,0.0,13.5,65.5,34.5,4.3,4.3,3.8,0.0,1.0,0.3,1.3,1.8,1.5,0.8,4.0,14.3,12.0,11.3,37.5,0.8,0.3,0.3,1.3,4.0,3.8,5.3,13.0,41.8,2.5,0.0,1.3,1.8,0.0,0.0,1.0,0.0,4.0,0.0,0.8,2.3,0.0,0.3,1.8,0,5.0,0.0,0.5,0.3,0.3,0.0,0.5,0.0,1.5,0.0,1.5,3.0,0.5,0.0,1.8,0.0,6.8,0.3,0.5,3.8,1.3,0.0,1.8,0.0,7.5
92105,32.74201426500048,-117.09537932899968,San Diego,San Diego/Imperial,4,91.8,94.5,21802,17.3,12.3,29.8,40.0,0.5,30.0,55.5,44.5,3.5,3.8,2.8,0.3,0.3,0.3,0.8,2.0,0.8,0.8,3.5,20.5,15.0,11.8,47.3,0.8,0.5,0.3,1.5,5.0,4.5,3.5,13.0,35.6,2.3,0.0,0.3,2.5,0.0,0.0,1.3,0.0,4.0,0.0,0.5,1.8,0.5,0.0,1.3,0,4.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,1.0,3.3,0.0,0.0,1.3,0.0,5.5,0.3,1.0,9.5,1.0,0.0,1.0,0.0,12.8
92110,32.76310057700044,-117.20166685299972,San Diego,San Diego/Imperial,1,133.0,96.0,13119,0.0,0.0,0.0,0.0,0.0,100.0,50.0,50.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,5.0,1.0,2.0,8.0,29.0,13.0,23.0,65.0,2.0,1.0,3.0,6.0,6.0,7.0,9.0,22.0,34.5,2.4,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,10.0,0.0,8.0,2.0,1.0,0.0,3.0,0.0,14.0
92111,32.80228383600047,-117.16407821099972,San Diego,San Diego/Imperial,1,98.0,87.0,21006,0.0,5.0,5.0,90.0,0.0,5.0,96.0,4.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,10.0,20.0,8.0,38.0,0.0,0.0,0.0,0.0,5.0,10.0,5.0,20.0,75.3,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
92118,32.681631724000454,-117.1699656939997,San Diego,San Diego/Imperial,1,122.0,76.0,9765,2.0,6.0,15.0,75.0,0.0,17.0,55.0,45.0,3.0,4.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,14.0,18.0,13.0,45.0,1.0,0.0,1.0,2.0,4.0,5.0,2.0,11.0,,3.6,0.0,5.0,5.0,0.0,0.0,3.0,0.0,13.0,1.0,0.0,2.0,1.0,0.0,2.0,0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,8.0,0.0,0.0,2.0,0.0,12.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0
92122,32.86214063200049,-117.21337664299972,San Diego,San Diego/Imperial,2,59.5,83.5,20713,0.0,1.0,0.0,99.0,0.0,0.0,66.0,34.0,4.5,4.5,4.0,0.0,0.0,1.0,1.0,0.5,0.5,0.5,1.5,8.5,9.5,17.0,35.0,0.5,0.0,0.0,0.5,5.0,4.0,9.0,18.0,41.5,2.8,1.0,0.5,3.0,0.0,0.0,0.0,0.0,4.5,1.0,0.0,0.5,0.0,0.0,0.5,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,6.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0
92123,32.808010553000486,-117.13417588299967,San Diego,San Diego/Imperial,3,149.0,93.0,13096,10.0,12.3,19.7,56.3,0.0,21.3,55.3,44.7,3.7,3.0,3.0,0.0,0.7,0.0,0.7,1.3,1.7,1.0,4.0,12.0,18.3,19.7,50.0,0.7,1.0,2.0,3.7,5.3,6.0,9.3,20.7,57.4,1.6,1.3,1.0,2.3,0.7,0.0,0.0,0.0,5.3,0.0,1.0,1.0,1.0,0.0,0.0,0,3.0,0.0,0.3,0.3,0.3,0.0,0.0,0.0,1.0,1.7,2.0,7.3,0.0,0.0,1.3,0.0,12.3,2.0,1.3,2.3,0.0,0.0,0.0,0.0,5.7
92127,33.01729208900048,-117.1075496899997,San Diego,San Diego/Imperial,2,199.0,82.5,19083,3.0,13.0,4.5,79.5,0.0,4.5,69.0,31.0,4.5,3.0,2.5,0.5,1.0,0.0,1.5,1.0,2.0,0.0,3.0,10.5,17.0,15.0,42.5,0.0,0.0,0.5,0.5,4.5,9.0,9.5,23.0,31.4,2.6,2.5,2.0,2.5,0.0,0.0,0.5,0.0,7.5,2.5,0.0,1.0,0.5,0.0,0.0,0,4.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.5,5.0,0.0,7.0,0.0,1.0,0.0,0.0,13.0,1.5,1.0,1.5,0.0,0.0,0.0,0.0,4.0
92128,32.99882147000045,-117.0720857549997,San Diego,San Diego/Imperial,2,89.5,83.0,26420,3.5,21.5,4.5,70.5,0.0,4.5,61.5,38.5,4.5,3.5,3.0,1.0,0.0,0.0,1.0,1.5,1.5,2.0,5.0,19.0,11.5,12.0,42.5,0.5,0.5,0.5,1.5,8.0,5.0,6.0,19.0,33.2,2.4,3.0,1.5,2.5,0.0,0.0,0.5,0.0,7.5,1.0,2.5,1.5,1.0,0.0,2.0,0,8.0,1.5,0.5,0.0,0.0,0.0,0.0,0.0,2.0,5.5,6.0,7.5,0.0,0.0,0.0,0.0,19.0,2.5,0.5,0.0,0.5,0.0,2.0,0.0,5.5
92130,32.945912337000436,-117.22171905399972,San Diego,San Diego/Imperial,1,45.0,84.0,24688,0.0,2.0,0.0,91.0,0.0,7.0,69.0,31.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,4.0,8.0,13.0,12.0,33.0,0.0,0.0,0.0,0.0,4.0,5.0,3.0,12.0,47.1,2.4,1.0,1.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
92139,32.679880686000445,-117.04990884599971,San Diego,San Diego/Imperial,1,162.0,94.0,14717,11.0,21.0,43.0,25.0,0.0,43.0,63.0,37.0,5.0,5.0,4.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,4.0,10.0,16.0,17.0,43.0,0.0,0.0,0.0,0.0,4.0,5.0,3.0,12.0,50.7,2.3,0.0,2.0,6.0,0.0,0.0,2.0,0.0,10.0,2.0,0.0,5.0,0.0,0.0,4.0,0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,12.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,7.0
92201,33.712853604000486,-116.23375604799969,Riverside,"Midcoast, Central & Inland",2,83.5,91.0,19547,4.5,0.0,50.0,45.5,0.0,50.0,58.0,42.0,3.5,3.5,2.5,0.0,0.5,0.0,0.5,1.0,2.0,0.0,3.0,15.5,22.0,18.0,55.5,0.5,0.5,0.5,1.5,5.5,9.5,11.0,26.0,43.0,2.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.5,0.0,0,1.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.5,0.0,5.5,0.0,0.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92220,33.92536347800046,-116.89273696299972,Riverside,"Midcoast, Central & Inland",2,98.0,80.5,13130,7.5,4.5,15.5,67.5,0.0,20.5,66.5,33.5,3.5,2.5,2.0,0.0,1.5,0.5,2.0,2.0,1.0,1.0,4.0,20.5,15.5,18.0,54.0,1.5,0.0,0.5,2.0,1.0,5.0,7.0,13.0,33.1,2.3,0.0,0.5,0.5,0.0,0.0,0.5,0.0,1.5,0.5,0.0,1.5,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,4.0,0.0,1.0,1.5,0.0,0.0,0.0,0.0,2.5
92223,33.94979109900049,-116.97655646399971,Riverside,"Midcoast, Central & Inland",3,67.7,83.3,17964,9.0,4.3,22.0,65.3,0.0,21.3,50.7,49.3,3.0,2.3,2.7,2.3,1.0,0.3,3.7,1.0,0.7,1.0,2.7,20.0,13.3,16.0,49.3,1.7,0.7,0.7,3.0,5.0,5.0,9.0,19.0,52.6,2.4,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.3,0.0,0.0,0.3,0,1.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,2.7,1.0,1.7,1.0,0.0,0.0,0.0,6.3,0.7,0.0,1.3,0.0,0.0,1.0,0.0,3.0
92225,33.61149331500047,-114.60558689699968,Riverside,"Midcoast, Central & Inland",1,48.0,90.0,5544,7.0,0.0,22.0,71.0,0.0,22.0,53.0,47.0,2.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,9.0,14.0,17.0,40.0,0.0,0.0,1.0,1.0,2.0,4.0,8.0,14.0,33.3,2.6,3.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
92227,32.97972082500047,-115.53253733599968,Imperial,San Diego/Imperial,1,99.0,95.0,8661,3.0,1.0,64.0,32.0,0.0,64.0,62.0,38.0,3.0,1.0,2.0,0.0,1.0,2.0,3.0,4.0,2.0,1.0,7.0,24.0,22.0,20.0,66.0,3.0,2.0,0.0,5.0,5.0,9.0,6.0,20.0,14.4,2.6,0.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,5.0,2.0,0.0,0.0,2.0,0.0,9.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,8.0
92243,32.787693308000485,-115.5668281189997,Imperial,San Diego/Imperial,1,123.0,78.0,15764,1.0,0.0,87.0,11.0,0.0,88.0,57.0,43.0,3.0,4.0,3.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,7.0,25.0,24.0,22.0,71.0,1.0,0.0,1.0,2.0,7.0,11.0,9.0,27.0,58.1,2.4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,5.0
